atom_id,mapped_field,repo_law_name,joined_law_name,law_article,runtime_law_name,rca_class,label_correct
881b8338-fa22-5d87-bf33-f51572bcfb9d,has_forklift,,산업안전보건기준에 관한 규칙,183,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
884cb306-79bd-58ba-801b-1ab412986d64,has_diving,,산업안전보건기준에 관한 규칙,527,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
886a5841-9a6d-5805-aa00-bfb648df0464,has_asbestos,,석면안전관리법,22,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_INCORRECT,NO
896917cf-a293-5f72-a840-8a7488e1b381,has_concrete_work,,산업안전보건기준에 관한 규칙,332,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
89f58369-c3f0-522f-911d-a982d32f993f,has_confined_space,,산업안전보건기준에 관한 규칙,622,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
8a96841f-b5ec-5eff-a8ed-7b28a75a1afc,has_pile_work,,산업안전보건기준에 관한 규칙,207,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
8cfa805e-0037-58fc-8bcb-bbad580e3611,has_asbestos,,산업안전보건기준에 관한 규칙,494,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
8ed03657-b242-5ae8-a54c-c2414ab51793,has_boiler,,산업안전보건기준에 관한 규칙,629,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
8ef051b2-e0d7-5106-8769-081d84b0d233,has_elevator,,산업안전보건기준에 관한 규칙,162,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
913710ef-9158-5302-ac31-50f98b68b6df,has_pile_work,,산업안전보건기준에 관한 규칙,221,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
91a6f6b2-353a-5685-b3e3-ce65c311dead,has_hazardous_material,,산업안전보건기준에 관한 규칙,458,산업안전보건기준에 관한 규칙,BLANK_DEFAULT_CORRECT,YES
93ffb254-62cf-528e-9980-9681aea75c1c,has_elevator,승강기법,승강기법,4,승강기법,NONBLANK_INHERITED,YES(short_form)
